1776235754554878771,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754574823556,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754594982913,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754614896092,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754634903696,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754654879958,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754674897540,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754694897404,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754714895613,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754734974568,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754754899712,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754774891613,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754794897290,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754814909007,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754834893201,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754854871575,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754874871950,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754894877108,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754914938528,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754934875130,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754954989546,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754974895580,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235754994900863,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235755014871084,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235755034870756,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235755054894033,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235755074889251,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235755094889007,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235755114889014,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235755134887737,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235755154870866,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
1776235755174892116,0,-5.082712804463638,-10.578149167735639,0.0,-0.9031444060441646,-0.0,0.0,0.4293369094675337
